protein	score
P0DJI8	171.18
P0DMC7	250.72
P0DMM9	396.69
P0DN86	268.03
P0DOC6	1448.04
P0DOF3	490.0
P0DTC3	413.18
P0DTC4	175.0
P0DTD1	7116.22
P0DTH5	435.84
P10071	1621.46
P10114	213.05
P10121	685.13
P10163	784.19
P10275	936.85
P10388	1021.35
P10415	328.96
P10451	314.0
P10565	485.95
P10619	521.67
P10674	665.04
P10686	1290.0
P10688	797.67
P10721	987.27
P10747	256.36
P10761	439.33
P10912	638.0
P10961	977.06
P10997	89.0
P11166	529.6
P11171	864.0
P11309	341.75
P11362	916.89
P11387	851.27
P11409	392.55
P11473	427.0
P11686	356.9
P11746	313.97
P11831	523.75
P11912	360.96
P11926	504.38
P11938	1062.19
P11940	706.75
P12081	520.79
P12272	216.55
P12296	2301.72
P12302	267.0
P12355	397.67
P12357	460.41
P12464	271.27
P12497	1493.19
P12520	96.0
P12537	826.03
P12810	151.0
P12950	168.0
P12956	683.71
P12957	771.0
P12978	487.0
P12996	390.8
P13010	761.37
P13021	272.0
P13022	300.57
P13183	211.25
P13199	417.0
P13255	310.06
P13338	295.04
P13569	1550.27
P13693	172.0
P13797	645.87
P13848	98.0
P14061	393.55
P14335	3436.2
P14448	938.71
P14602	252.06
P14635	433.0
P14653	335.88
P14736	848.16
P14738	1026.35
P14859	763.19
P14907	823.61
P14921	476.15
P15146	1986.47
P15183	457.63
P15273	468.0
P15309	436.52
P15336	554.5
P15382	291.79
P15391	569.49
P15436	1117.51
P15498	863.93
P15825	790.53
P15848	548.95
P15865	219.0
P15927	536.67
P15941	1260.98
P16006	244.81
P16009	588.91
P16035	247.27
P16050	768.5
P16220	418.74
P16243	649.36
P16278	709.5
P16442	376.6
P16458	583.7
P16471	622.0
P16860	421.31
P16869	743.4
P16949	149.0
P17109	571.29
P17181	662.03
P17405	682.51
P17612	402.28
P17838	214.32
P17870	418.0
P17931	280.0
P17947	270.0
P18065	346.54
P18212	297.08
P18272	916.27
P18484	944.93
P19250	218.1
P19429	319.52
P19554	173.59
P19594	158.0
P19619	347.45
P19711	3988.0
P19827	927.47
P19838	995.38
P19878	551.67
P19880	733.85
P19883	380.34
P19957	279.39
P19972	222.0
P20220	286.11
P20340	284.92
P20351	393.51
P20435	384.03
P20444	672.0
P20585	1166.46
P20592	744.37
P20676	1076.0
P20797	172.2
P20807	852.67
P20823	646.85
P20849	921.0
P20963	343.88
P21109	355.0
P21246	260.26
P21374	532.87
P21401	1307.28
P21513	1061.0
P21580	807.72
P21675	1944.12
P21698	297.08
P21734	268.49
P21815	317.0
P22121	831.36
P22173	894.11
P22179	144.0
P22216	901.39
P22219	1513.49
P22234	463.82
P22362	215.79
P22415	310.0
P22473	994.14
P22531	72.0
P22543	925.29
P22605	542.17
P22868	385.36
P22893	372.29
P22943	109.0
P23025	278.49
P23202	512.19
P23280	325.86
P23321	395.25
P23441	372.0
P23457	339.08
P23588	1049.63
P23615	1580.91
P23677	471.85
P23771	455.42
P24005	357.71
P24071	309.65
P24255	477.0
P24385	295.0
P24522	213.48
P24785	1412.88
P24864	433.17
P24928	1972.54
P24937	702.0
P24941	417.13
P25054	2867.27
P25299	296.0
P25638	115.5
P25644	854.42
P25791	199.14
P25814	116.0
P25891	328.33
P26196	517.16
P26368	495.0
P26477	303.19
P27001	350.0
P27058	700.0
P27321	713.0
P27356	308.29
P27392	117.0
P27469	603.0
P27472	760.32
P27682	210.0
P27695	385.61
P27708	2225.0
P27797	882.23
P27958	3012.33
P27986	1133.53
P28229	440.19
P28300	417.0
P28324	483.2
P28698	742.86
P28702	555.51
P28749	1073.62
P28827	1505.03
P29131	518.06
P29274	412.0
P29317	984.71
P29353	616.45
P29536	612.5
P30185	686.0
P30260	1006.04
P30273	86.0
P30291	661.48
P30307	519.51
P30328	464.46
P30429	665.57
P30793	334.0
P30822	1152.27
P31087	81.0
P31109	117.0
P31896	660.13
P31947	306.47
P32170	436.9
P32337	1094.05
P32357	381.76
P32447	372.19
P32499	720.0
P32505	563.1
P32558	1064.47
P32566	669.36
P32628	645.49
P32639	2209.93
P32684	355.52
P32773	340.2
P32851	288.0
P32867	290.0
P33128	268.36
P33307	981.35
P33309	401.54
P33334	2425.64
P33411	290.84
P33905	285.28
P34021	878.57
P34087	171.0
P34160	869.13
P34233	656.88
P34257	377.63
P34704	206.43
P34712	1345.6
P34808	571.58
P35052	568.75
P35193	415.0
P35201	614.57
P35207	1312.25
P35226	359.74
P35236	360.0
P35256	276.72
P35260	360.76
P35269	560.52
P35398	534.47
P35465	544.0
P35521	235.0
P35568	1259.71
P35585	423.0
P35611	737.0
P35637	926.19
P35638	325.8
P35680	595.6
P35729	1048.09
P35828	1150.76
P35916	1376.57
P35926	186.0
P36080	821.1
P36106	930.7
P36118	322.0
P36161	1157.0
P36578	581.57
P36871	572.68
P36886	291.31
P36894	532.0
P36932	509.11
P37028	296.08
P37173	588.16
P37231	574.31
P37330	730.61
P37455	360.95
P37727	755.38
P37840	140.0
P38038	743.41
P38293	648.0
P38398	2029.13
P38516	235.0
P38582	160.55
P38634	284.0
P38768	495.16
P38801	366.07
P38919	454.8
P39015	567.87
P39286	350.0
P39748	393.16
P39900	482.77
P39935	952.0
P40019	205.29
P40136	800.0
P40161	482.47
P40259	335.99
P40316	373.0
P40337	213.0
P40357	651.0
P40424	443.95
P40458	544.12
P40477	1460.0
P40517	327.0
P40692	776.5
P40818	1135.44
P40855	360.87
P40881	321.9
P40939	770.21
P40949	689.76
P40997	440.56
P40999	348.18
P41208	241.77
P41227	394.57
P41235	520.41
P41391	440.4
P41567	236.89
P41780	367.14
P41814	629.67
P41851	292.27
P41969	429.0
P42224	786.0
P42226	904.26
P42227	818.05
P42230	813.18
P42337	1085.79
P42345	2569.99
P42512	739.44
P42568	568.0
P42573	539.78
P42758	693.0
P42759	260.0
P42763	185.0
P42866	509.81
P43246	982.72
P43250	637.63
P43351	445.51
P43403	633.54
P43405	698.78
P43528	263.0
P43629	521.7
P43686	429.96
P44228	128.0
P44654	333.33
P45523	329.26
P45561	189.0
P45577	326.83
P46014	593.91
P46108	378.01
P46527	198.0
P46531	2576.72
P46662	615.3
P46669	326.0
P46670	268.0
P46673	1121.69
P46674	1654.96
P47047	1073.0
P47054	1724.0
P47093	301.66
P47273	260.27
P47523	681.9
P47710	685.0
P47992	258.74
P48431	321.73
P48439	625.71
P48539	62.0
P48552	1158.0
P48598	440.47
P49005	530.83
P49023	630.76
P49235	575.72
P49257	510.0
P49354	466.07
P49427	236.0
P49450	347.14
P49687	1364.08
P49736	905.11
P49768	549.44
P49785	380.84
P49790	1475.0
P49792	3239.04
P49799	392.8
P49841	471.19
P49848	1014.52
P49869	1180.64
P49913	278.82
P49918	816.0
P50097	552.7
P50402	458.72
P50440	453.73
P50477	536.01
P50490	682.29
P50498	772.0
P50613	431.26
P50616	678.33
P51023	729.84
P51123	2133.93
P51177	311.84
P51449	542.13
P51513	525.74
P51671	97.0
P51787	684.14
P51946	394.21
P51965	244.81
P52272	730.0
P52293	564.92
P52298	181.64
P52597	427.05
P52655	411.9
P52695	154.3
P52701	1381.69
P52799	454.62
P52848	901.84
P52874	447.86
P52907	286.0
P52926	109.0
P52945	424.34
P52948	1858.0
P53041	499.0
P53136	495.4
P53350	692.55
P53378	510.0
P53551	258.0
P53632	584.0
P53779	633.18
P53780	494.17
P53816	162.0
P53853	301.88
P53865	589.61
P53927	240.45
P53954	548.0
P53999	363.22
P54132	1427.59
P54252	388.7
P54619	370.27
P54646	703.27
P54687	413.2
P54725	565.48
P54936	961.0
P55036	391.59
P55055	546.96
P55145	239.69
P55201	1218.12
P55210	327.75
P55211	504.94
P55212	327.13
P55285	800.13
P55980	1267.79
P56210	133.0
P56254	192.55
P56287	852.04
P56621	95.0
P56696	726.65
P56777	536.54
P56926	852.0
P58004	591.46
P59595	424.37
P59635	179.38
P60006	389.6
P60058	68.0
P60472	253.0
P60604	210.45
P60723	201.0
P60881	344.35
P60953	227.65
P61012	52.0
P61073	383.25
P61372	349.0
P61587	244.0
P61765	594.0
P61875	788.55
P61925	365.47
P61969	210.45
P62136	380.0
P62314	295.47
P62316	304.44
P62318	304.57
P62328	44.0
P62330	240.71
P62495	480.48
P62552	72.0
P62558	323.0
P62696	239.15
P62826	315.54
P62869	202.75
P62877	158.93
P62944	937.0
P62965	137.0
P62993	304.56
P63045	116.0
P63098	249.41
P63159	321.98
P63165	209.91
P63315	161.0
P68363	451.0
P68390	185.0
P68466	236.25
P68688	179.12
P68927	85.89
P69411	245.94
P69428	341.81
P69490	209.31
P69723	192.0
P69924	401.27
P70280	276.82
P70475	1221.96
P70604	580.0
P70662	418.3
P73124	65.0
P75966	299.95
P76045	320.93
P76216	464.9
P76407	319.07
P77072	296.91
P77173	480.44
P77522	606.11
P78330	225.0
P78356	524.17
P78362	950.35
P78382	369.64
P78504	1237.29
P78563	764.62
P78794	595.19
P80220	77.0
P80457	1332.0
P80644	240.74
P80723	727.0
P80870	322.31
P81274	798.77
P81455	49.0
P82804	269.8
P83731	268.46
P83755	353.0
P83949	733.47
P84092	614.31
P84634	1707.29
P89522	493.41
P96884	266.0
P97465	494.45
P97784	712.44
P98066	327.54
P98177	516.88
P9WF19	347.63
P9WGI1	740.12
P9WHN5	220.25
P9WIP5	183.68
P9WJ35	357.81
P9WJA9	322.49
P9WJD9	690.43
P9WKX3	317.68
P9WNK3	288.71
P9WNR7	503.96
P9WPI9	430.18
Q00169	362.59
Q00613	826.73
Q00653	913.33
Q00944	1058.7
Q00955	2240.39
Q00958	449.76
Q00987	659.02
Q01080	415.0
Q01081	240.0
Q01097	1482.0
Q01101	989.41
Q01231	358.0
Q01484	3971.03
Q01658	269.75
Q01831	940.0
Q01844	857.22
Q01853	897.81
Q01924	791.61
Q01970	1418.36
Q01974	961.56
Q02078	520.81
Q02199	508.02
Q02248	849.5
Q02297	652.5
Q02388	2950.62
Q02413	1049.0
Q02548	474.12
Q02554	456.64
Q02629	959.0
Q02790	518.91
Q02880	1657.98
Q02948	744.61
Q03071	99.0
Q03132	3570.92
Q03281	694.67
Q03479	1010.47
Q03611	882.39
Q03653	792.23
Q03689	396.27
Q03707	850.79
Q03834	1242.0
Q04049	729.31
Q04206	554.63
Q04636	619.93
Q04637	1655.29
Q04656	1517.33
Q04660	807.0
Q04866	394.28
Q04964	604.0
Q05022	2136.17
Q05080	687.68
Q05086	875.0
Q05127	340.0
Q05128	404.22
Q05140	915.0
Q05158	374.41
Q05193	898.72
Q05195	221.0
Q05323	435.57
Q05471	1523.91
Q05753	435.0
Q05776	175.0
Q05917	289.0
Q06141	206.43
Q06208	519.05
Q06253	73.0
Q06406	144.14
Q06433	516.08
Q06455	604.0
Q06486	436.69
Q06505	434.39
Q06609	421.6
Q06628	897.21
Q06696	889.32
Q06706	1392.74
Q06710	520.0
Q06787	643.87
Q07009	756.43
Q07097	623.24
Q07412	248.0
Q07666	492.66
Q07731	296.31
Q07794	473.84
Q07812	192.0
Q07820	367.14
Q07912	1050.04
Q07930	321.65
Q07932	201.29
Q07955	383.08
Q08116	232.92
Q08188	700.22
Q08209	544.99
Q08465	246.4
Q09161	826.71
Q09260	508.37
Q09427	1620.56
Q09514	390.06
Q09535	474.71
Q09683	661.33
Q09882	863.1
Q0JRZ9	819.88
Q0PF16	512.09
Q0WYX8	1046.47
Q10103	976.67
Q10589	210.56
Q10Q08	690.32
Q12102	977.16
Q12142	1125.89
Q12287	264.65
Q12380	380.73
Q12432	413.47
Q12476	362.9
Q12483	233.0
Q12888	1994.31
Q12913	1345.23
Q12962	227.17
Q12972	351.0
Q13029	1718.0
Q13042	721.61
Q13043	528.07
Q13085	2367.1
Q13094	533.0
Q13127	1097.0
Q13148	414.0
Q13164	844.19
Q13191	1027.32
Q13330	760.45
Q13485	603.63
Q13501	503.64
Q13526	199.81
Q13542	120.0
Q13563	982.46
Q13568	518.08
Q13569	557.56
Q13573	536.0
Q13838	440.85
Q14004	1516.63
Q14019	180.73
Q14061	332.84
Q14103	394.44
Q14191	1442.13
Q14194	650.67
Q14242	412.0
Q14258	687.94
Q14318	459.33
Q14451	546.1
Q14457	467.78
Q14469	505.0
Q14493	316.3
Q14653	486.72
Q14676	2091.39
Q14691	196.0
Q14722	419.0
Q14849	461.85
Q14978	1199.0
Q15004	345.23
Q15013	346.99
Q15022	787.71
Q15046	597.0
Q15080	387.67
Q15109	404.0
Q15113	523.61
Q15185	160.0
Q15276	873.6
Q15382	184.0
Q15517	634.86
Q15582	732.05
Q15596	1464.0
Q15631	252.12
Q15637	667.95
Q15642	613.48
Q15691	268.0
Q15788	1463.21
Q15796	723.96
Q15831	458.4
Q15843	81.0
Q15910	882.73
Q16186	612.16
Q16222	538.28
Q16236	1064.5
Q16512	970.13
Q16595	210.0
Q16611	211.0
Q16629	389.26
Q16630	723.41
Q16637	356.93
Q16647	512.0
Q16665	826.61
Q16790	566.84
Q16831	334.19
Q17RS7	943.79
Q18235	590.31
Q1EHW4	186.0
Q1HRL7	138.0
Q1K7R9	661.64
Q1MX18	579.0
Q1PAB4	101.0
Q1PS67	1095.5
Q20363	212.46
Q22472	378.0
Q22942	502.43
Q23229	428.99
Q23985	784.07
Q24139	370.0
Q24246	663.0
Q24298	1507.0
Q24F70	337.93
Q26680	305.16
Q26997	253.91
Q27934	400.0
Q28146	1611.7
Q29495	274.63
Q29983	396.05
Q2GI62	548.0
Q2Q4X9	760.0
Q2TAZ0	1945.74
Q2TUW1	238.0
Q2VL32	549.06
Q32MZ4	1157.63
Q32NN2	360.06
Q37883	403.22
Q38825	243.0
Q39532	408.0
Q39805	726.0
Q3LS93	329.0
Q3MIT2	567.75
Q3U4G3	449.4
Q3UKX1	564.1
Q3UND0	415.26
Q43125	824.91
Q44177	227.28
Q47184	192.0
Q47785	209.8
Q49492	254.0
Q49ZM2	313.06
Q4DRC4	307.39
Q4F883	553.76
Q4JC68	551.0
Q4VP08	273.33
Q51912	719.0
Q53654	1192.72
Q53FT3	273.14
Q53HL2	310.36
Q53TN4	383.9
Q54BW5	223.69
Q56026	376.53
Q56062	313.64
Q56311	240.4
Q56WD9	481.48
Q57530	208.0
Q57733	259.24
Q57904	198.0
Q58667	202.35
Q58876	471.22
Q58MU6	275.92
Q5A3P6	1292.83
Q5D1E7	611.1
Q5JH72	274.94
Q5JJ98	804.0
Q5NJL5	858.0
Q5QGG3	339.05
Q5R6Q2	255.0
Q5RJI5	785.71
Q5RJL0	282.0
Q5SQI0	482.76
Q5SWA1	741.75
Q5T4W7	249.55
Q5TBB1	448.22
Q5U249	2697.24
Q5UPJ7	346.0
Q5V913	560.0
Q5VZK9	1376.84
Q5ZUV9	628.49
Q5ZYC9	374.17
Q61066	564.16
Q61081	568.97
Q61337	204.0
Q61391	757.33
Q62141	1107.11
Q62165	931.07
Q62227	311.92
Q62264	150.0
Q62420	417.34
Q63155	1445.0
Q63K18	195.74
Q64693	256.0
Q647G9	300.17
Q658P3	516.69
Q67953	445.0
Q682I1	200.62
Q68DK7	622.96
Q68FT9	453.99
Q68J44	320.0
Q6A070	1783.32
Q6BBK3	75.0
Q6CSX2	993.45
Q6DD88	560.41
Q6F3E8	219.0
Q6GX35	1005.0
Q6NUK1	507.4
Q6P1M3	1065.1
Q6P5F9	1091.07
Q6P5W5	691.05
Q6PFX9	1335.53
Q6PHW0	410.11
Q6Q547	394.21
Q6QCC2	294.07
Q6R327	1708.0
Q6SJQ7	632.25
Q6URW6	2000.0
Q6VMQ6	1270.0
Q6WNK7	158.5
Q6ZVN8	444.78
Q70Q12	94.0
Q716H0	438.37
Q71FK2	279.19
Q72J05	613.33
Q76LA1	439.84
Q77M43	525.0
Q7B2Z6	332.0
Q7DB66	258.42
Q7DD77	410.28
Q7JQ07	347.9
Q7KZF4	915.49
Q7KZI7	798.15
Q7L2J0	689.0
Q7Q3R9	360.28
Q7RTN6	526.13
Q7RTP6	2019.98
Q7TP21	736.62
Q7X2A1	1889.0
Q7YUB9	86.0
Q7Z3C6	1054.73
Q7Z589	1331.46
Q80FJ1	125.0
Q80UG2	1974.88
Q80V62	1502.41
Q81AN8	425.35
Q81EJ6	395.71
Q81G39	520.87
Q81GI3	261.86
Q82S91	117.0
Q83AR4	339.6
Q84ZX5	132.0
Q86FP8	80.0
Q86UX7	667.0
Q86VN1	428.75
Q86WV6	379.0
Q86XI6	383.25
Q86YC2	1199.07
Q86YV5	1430.89
Q87P35	325.0
Q885L4	304.88
Q88MI5	211.57
Q8AVN9	558.35
Q8BTI9	1098.77
Q8CJ26	456.07
Q8GT36	103.0
Q8GUI6	985.45
Q8GY31	146.0
Q8GY88	345.0
Q8GYN5	211.0
Q8I295	737.8
Q8I2X3	414.94
Q8IRG6	1173.03
Q8IU57	548.85
Q8IVH8	930.91
Q8IW19	532.53
Q8IYB8	829.89
Q8IYD8	2071.93
Q8K368	1422.11
Q8K419	342.87
Q8L3W1	360.06
Q8LBP4	462.0
Q8MWS6	466.0
Q8N1G2	843.98
Q8N300	247.82
Q8N488	228.0
Q8N4Q1	268.76
Q8N5Y2	541.15
Q8N6T7	477.54
Q8N884	538.28
Q8NBP7	697.06
Q8NBZ7	450.95
Q8NCD3	756.69
Q8NEB9	934.35
Q8NEM0	840.99
Q8NG31	2344.99
Q8NHZ8	437.94
Q8PMB6	379.09
Q8QHL5	874.16
Q8QWD4	271.9
Q8R316	516.0
Q8R464	511.71
Q8RNT4	685.0
Q8RY59	645.03
Q8TDP1	304.24
Q8TDY2	1597.14
Q8TEA8	209.0
Q8VDP3	1057.06
Q8VDQ1	368.09
Q8VHC5	309.75
Q8VY98	628.78
Q8VZS8	273.04
Q8WTS6	396.05
Q8WUG5	538.0
Q8WUM0	1235.15
Q8WUN7	276.74
Q8WUP2	466.83
Q8WV28	456.0
Q8WV92	425.71
Q8WVM7	1384.39
Q8WVN8	405.67
Q8WVQ1	418.46
Q8WWW0	441.92
Q8WXE9	905.0
Q8XAD5	245.54
Q8ZQC8	391.1
Q8ZRW0	928.49
Q91006	359.0
Q91V27	590.0
Q91VS8	1082.84
Q91WA6	433.95
Q91ZE9	185.0
Q91ZW2	409.54
Q921Z5	198.0
Q92540	1151.51
Q92558	849.7
Q92585	1019.44
Q925J9	1580.71
Q92743	493.54
Q92794	2011.98
Q92804	619.03
Q92831	838.61
Q92837	741.37
Q928V6	751.78
Q92900	1138.74
Q92913	296.02
Q92990	635.25
Q92993	541.27
Q93009	1200.46
Q93KQ4	116.0
Q93P54	547.87
Q95V77	643.0
Q969F2	451.0
Q969R5	742.59
Q96AE4	668.07
Q96B02	184.11
Q96DE5	341.82
Q96E14	276.25
Q96EP0	1129.37
Q96EP1	707.67
Q96EQ8	300.97
Q96F86	508.0
Q96FI4	490.0
Q96FQ6	204.94
Q96G97	696.99
Q96GC6	782.4
Q96GD4	344.0
Q96GU1	556.92
Q96H20	258.0
Q96IZ0	340.0
Q96J02	930.13
Q96MS0	1391.05
Q96N21	542.14
Q96PM5	316.56
Q96PU5	1021.67
Q96PY5	1111.32
Q96QT6	1004.0
